payment_id,amount,method
1288,355.00,"Debit Card"
1289,962.00,"Credit Card"
1290,654.00,UPI
1291,1267.00,UPI
1292,82.00,NetBanking
1293,396.00,"Debit Card"
1294,489.00,UPI
1295,485.00,UPI
1296,863.00,NetBanking
1297,532.00,UPI
1298,884.00,"Debit Card"
1299,192.00,"Debit Card"
1300,470.00,"Credit Card"
1301,532.00,UPI
1302,721.00,"Credit Card"
1303,74.00,"Debit Card"
1305,660.00,"Debit Card"
1306,279.00,NetBanking
1307,118.00,NetBanking
1308,278.00,"Credit Card"
1309,1101.00,UPI
1310,942.00,UPI
1311,599.00,"Debit Card"
1312,539.00,"Debit Card"
1313,210.00,UPI
1314,676.00,"Credit Card"
1315,50.00,"Credit Card"
1316,1058.00,NetBanking
1317,62.00,"Credit Card"
1318,626.00,UPI
1320,487.00,"Debit Card"
1321,763.00,NetBanking
1322,953.00,NetBanking
1324,470.00,NetBanking
1325,527.00,UPI
1327,150.00,UPI
1329,576.00,UPI
1330,932.00,"Debit Card"
1331,1056.00,NetBanking
1332,50.00,UPI
1333,192.00,"Debit Card"
1335,501.00,UPI
1336,334.00,"Credit Card"
1337,508.00,"Credit Card"
1338,396.00,"Credit Card"
1339,123.00,UPI
1340,676.00,NetBanking
1341,539.00,UPI
1342,224.00,"Debit Card"
1343,707.00,UPI
1344,411.00,NetBanking
1345,386.00,"Credit Card"
1346,773.00,NetBanking
1349,763.00,"Debit Card"
1350,62.00,UPI
1351,155.00,"Credit Card"
1352,909.00,UPI
1353,284.00,UPI
1354,884.00,"Credit Card"
1355,50.00,"Credit Card"
1356,415.00,"Debit Card"
1357,536.00,NetBanking
1359,547.00,"Credit Card"
1360,1326.00,"Debit Card"
1361,635.00,"Debit Card"
1362,635.00,"Credit Card"
1363,370.00,"Debit Card"
1364,707.00,"Debit Card"
1365,822.00,"Credit Card"
1366,320.00,UPI
1367,932.00,UPI
1368,865.00,UPI
1369,527.00,"Credit Card"
1371,822.00,UPI
1372,265.00,"Credit Card"
1373,610.00,NetBanking
1374,870.00,NetBanking
1375,429.00,"Credit Card"
1376,497.00,NetBanking
1377,521.00,NetBanking
1378,334.00,"Debit Card"
1379,210.00,"Credit Card"
1380,698.00,"Debit Card"
1381,909.00,NetBanking
1382,255.00,"Debit Card"
1383,199.00,"Credit Card"
1384,144.00,UPI
1385,623.00,"Debit Card"
1386,367.00,"Debit Card"
1387,705.00,"Credit Card"
1389,844.00,"Credit Card"
1390,370.00,"Debit Card"
1391,599.00,NetBanking
1392,118.00,"Credit Card"
1393,601.00,"Credit Card"
1394,309.00,"Debit Card"
1395,701.00,"Debit Card"
1396,210.00,"Debit Card"
1397,1056.00,"Debit Card"
1398,925.00,UPI
1399,520.00,UPI
1400,62.00,NetBanking
1402,446.00,"Credit Card"
1403,541.00,UPI
1405,953.00,"Credit Card"
1406,255.00,NetBanking
1407,284.00,"Credit Card"
1408,508.00,"Credit Card"
1409,155.00,"Debit Card"
1410,485.00,"Credit Card"
1411,623.00,"Debit Card"
1412,601.00,"Debit Card"
1413,711.00,NetBanking
1414,674.00,"Credit Card"
1415,428.00,UPI
1416,50.00,"Credit Card"
1417,783.00,UPI
1418,676.00,"Debit Card"
1419,571.00,NetBanking
1420,510.00,"Debit Card"
1422,510.00,"Credit Card"
1424,50.00,UPI
1425,934.00,UPI
1426,711.00,NetBanking
1427,316.00,"Debit Card"
1428,328.00,"Debit Card"
1429,932.00,UPI
1430,446.00,UPI
1431,775.00,"Debit Card"
1433,428.00,UPI
1434,150.00,NetBanking
1435,763.00,"Credit Card"
1436,707.00,UPI
1437,489.00,NetBanking
1438,845.00,"Credit Card"
1440,1039.00,NetBanking
1441,705.00,"Debit Card"
1442,334.00,"Debit Card"
1443,578.00,"Credit Card"
1444,610.00,"Credit Card"
1445,458.00,NetBanking
1447,172.00,"Debit Card"
1448,82.00,"Debit Card"
1449,470.00,UPI
1450,155.00,"Debit Card"
1451,601.00,UPI
1452,501.00,UPI
1453,529.00,NetBanking
1454,445.00,"Credit Card"
1455,92.00,"Debit Card"
1457,70.00,"Debit Card"
1458,1220.00,"Credit Card"
1459,648.00,UPI
1460,588.00,"Credit Card"
1461,314.00,"Debit Card"
1462,953.00,"Debit Card"
1463,74.00,UPI
1464,386.00,"Debit Card"
1465,395.00,NetBanking
1466,489.00,NetBanking
1467,239.00,UPI
1468,925.00,NetBanking
1469,539.00,NetBanking
1470,446.00,"Debit Card"
1471,314.00,NetBanking
1472,429.00,NetBanking
1473,118.00,UPI
1474,489.00,"Debit Card"
1475,1281.00,"Credit Card"
1477,489.00,"Credit Card"
1478,783.00,"Credit Card"
1479,1460.00,"Credit Card"
1480,123.00,"Credit Card"
1482,601.00,"Credit Card"
1483,256.00,UPI
1484,909.00,NetBanking
1485,698.00,NetBanking
1486,941.00,"Debit Card"
1487,446.00,"Credit Card"
1488,539.00,"Credit Card"
1489,773.00,UPI
1490,1058.00,"Debit Card"
1491,1058.00,"Debit Card"
1492,485.00,NetBanking
1493,1281.00,UPI
1494,314.00,"Credit Card"
1495,415.00,UPI
1496,863.00,NetBanking
1497,174.00,"Credit Card"
1499,571.00,"Credit Card"
1502,466.00,"Debit Card"
1503,941.00,UPI
1504,237.00,NetBanking
1506,446.00,"Credit Card"
1507,932.00,"Credit Card"
1508,564.00,NetBanking
1509,1460.00,"Debit Card"
1510,279.00,"Credit Card"
1511,1326.00,"Credit Card"
1512,863.00,"Credit Card"
1513,320.00,"Debit Card"
1514,391.00,NetBanking
1515,571.00,UPI
1516,660.00,UPI
1517,50.00,"Credit Card"
1519,1281.00,"Credit Card"
1521,58.00,"Debit Card"
1522,711.00,"Credit Card"
1523,50.00,NetBanking
1524,316.00,NetBanking
1525,255.00,"Credit Card"
1526,50.00,"Credit Card"
1527,932.00,NetBanking
1529,541.00,NetBanking
1531,192.00,"Debit Card"
1532,844.00,"Credit Card"
1533,1015.00,"Credit Card"
1534,1079.00,"Credit Card"
1535,284.00,UPI
1536,237.00,UPI
1538,192.00,"Debit Card"
1539,247.00,UPI
1540,1256.00,"Credit Card"
1541,418.00,UPI
1542,863.00,"Debit Card"
1543,1210.00,"Debit Card"
1544,953.00,NetBanking
1545,446.00,"Credit Card"
1546,70.00,"Credit Card"
1547,822.00,NetBanking
1548,844.00,NetBanking
1549,703.00,"Debit Card"
1550,674.00,"Credit Card"
1551,953.00,UPI
1552,578.00,UPI
1553,1210.00,"Credit Card"
1554,320.00,UPI
1555,571.00,NetBanking
1556,279.00,NetBanking
1557,775.00,"Debit Card"
1558,937.00,UPI
1559,853.00,UPI
1564,219.00,"Debit Card"
1565,529.00,NetBanking
1566,226.00,UPI
1567,428.00,NetBanking
1568,485.00,UPI
1569,721.00,UPI
1570,928.00,"Debit Card"
1571,775.00,NetBanking
1572,635.00,NetBanking
1573,601.00,UPI
1575,623.00,"Credit Card"
1577,623.00,"Debit Card"
1578,644.00,UPI
1579,1267.00,UPI
1580,705.00,NetBanking
1581,150.00,NetBanking
1582,928.00,"Debit Card"
1583,50.00,"Credit Card"
1584,700.00,UPI
1585,428.00,"Debit Card"
1586,326.00,UPI
1587,58.00,"Debit Card"
1588,783.00,"Debit Card"
1589,210.00,"Debit Card"
1590,1015.00,NetBanking
1591,466.00,"Credit Card"
1592,601.00,NetBanking
1593,441.00,"Credit Card"
1594,446.00,"Credit Card"
1595,367.00,"Credit Card"
1596,510.00,"Credit Card"
1597,334.00,UPI
1598,822.00,"Debit Card"
1599,711.00,"Debit Card"
1600,870.00,UPI
1601,932.00,NetBanking
1602,654.00,"Credit Card"
1603,510.00,UPI
1604,601.00,UPI
1605,144.00,NetBanking
1606,962.00,NetBanking
1608,775.00,UPI
1609,355.00,NetBanking
1610,547.00,"Credit Card"
1611,50.00,"Debit Card"
1613,316.00,"Debit Card"
1614,330.00,"Debit Card"
1615,909.00,"Credit Card"
1616,512.00,"Credit Card"
1617,58.00,NetBanking
1620,612.00,UPI
1621,975.00,"Debit Card"
1623,520.00,UPI
1625,654.00,"Credit Card"
1626,1056.00,"Debit Card"
1627,247.00,"Credit Card"
1628,844.00,"Credit Card"
1629,775.00,"Credit Card"
1630,299.00,UPI
1631,1015.00,"Credit Card"
1632,1056.00,"Debit Card"
1633,1210.00,"Debit Card"
1634,822.00,"Credit Card"
1635,82.00,"Credit Card"
1636,962.00,UPI
1637,470.00,NetBanking
1638,396.00,"Credit Card"
1639,445.00,NetBanking
1640,326.00,UPI
1641,192.00,NetBanking
1642,413.00,"Credit Card"
1643,863.00,UPI
1644,413.00,UPI
1645,529.00,NetBanking
1646,199.00,UPI
1647,934.00,"Debit Card"
1649,446.00,NetBanking
1650,62.00,NetBanking
1651,760.00,"Credit Card"
1652,330.00,NetBanking
1653,1210.00,"Credit Card"
1654,532.00,NetBanking
1655,58.00,UPI
1656,805.00,UPI
1657,760.00,"Credit Card"
1658,721.00,UPI
1659,50.00,NetBanking
1660,1056.00,NetBanking
1661,299.00,"Credit Card"
1662,1281.00,NetBanking
1663,118.00,UPI
1664,247.00,NetBanking
1665,884.00,"Credit Card"
1666,532.00,NetBanking
1667,367.00,"Credit Card"
1668,480.00,NetBanking
1669,411.00,"Credit Card"
1670,320.00,NetBanking
1672,415.00,"Credit Card"
1673,822.00,"Credit Card"
1674,58.00,"Debit Card"
1677,50.00,NetBanking
1678,822.00,UPI
1679,623.00,"Debit Card"
1680,62.00,NetBanking
1681,237.00,"Credit Card"
1682,934.00,UPI
1683,367.00,UPI
1685,532.00,"Debit Card"
1686,314.00,NetBanking
1687,571.00,"Credit Card"
1689,265.00,"Debit Card"
1690,1210.00,"Credit Card"
1691,870.00,NetBanking
1692,571.00,"Credit Card"
1693,510.00,"Debit Card"
1694,975.00,NetBanking
1695,309.00,UPI
1696,239.00,NetBanking
1697,648.00,"Credit Card"
1699,446.00,"Credit Card"
1700,309.00,NetBanking
1701,648.00,"Debit Card"
1702,937.00,NetBanking
1703,316.00,UPI
1704,50.00,"Debit Card"
1705,805.00,"Credit Card"
1706,705.00,UPI
1707,1326.00,UPI
1708,241.00,NetBanking
1709,326.00,"Credit Card"
1710,446.00,"Debit Card"
1711,509.00,"Credit Card"
1712,623.00,"Debit Card"
1713,1210.00,NetBanking
1714,532.00,NetBanking
1715,485.00,"Debit Card"
1716,721.00,"Credit Card"
1717,74.00,NetBanking
1718,210.00,"Debit Card"
1721,539.00,UPI
1722,74.00,"Debit Card"
1723,536.00,"Debit Card"
1724,775.00,UPI
1725,386.00,NetBanking
1726,705.00,"Debit Card"
1727,265.00,NetBanking
1728,541.00,"Credit Card"
1729,423.00,"Credit Card"
1730,570.00,"Debit Card"
1731,623.00,"Debit Card"
1732,527.00,"Debit Card"
1735,62.00,NetBanking
1736,610.00,UPI
1737,510.00,NetBanking
1738,62.00,"Credit Card"
1739,853.00,UPI
1740,601.00,"Credit Card"
1741,937.00,NetBanking
1742,623.00,NetBanking
1743,700.00,"Credit Card"
1744,805.00,UPI
1745,760.00,NetBanking
1747,50.00,"Credit Card"
1748,334.00,"Credit Card"
1749,564.00,"Credit Card"
1751,1058.00,UPI
1752,82.00,NetBanking
1753,521.00,NetBanking
1755,446.00,"Debit Card"
1756,698.00,"Credit Card"
1757,174.00,"Credit Card"
1758,247.00,"Debit Card"
1760,707.00,"Debit Card"
1761,370.00,"Debit Card"
1762,320.00,NetBanking
1763,572.00,UPI
1764,50.00,UPI
1765,588.00,NetBanking
1766,445.00,"Credit Card"
1767,441.00,"Debit Card"
1768,70.00,NetBanking
1769,708.00,"Credit Card"
1770,413.00,"Credit Card"
1771,1056.00,"Debit Card"
1772,674.00,"Debit Card"
1773,241.00,"Debit Card"
1774,844.00,UPI
1775,532.00,"Debit Card"
1776,265.00,NetBanking
1777,601.00,"Credit Card"
1778,73.00,UPI
1779,884.00,"Credit Card"
1780,570.00,"Credit Card"
1782,708.00,UPI
1783,466.00,"Credit Card"
1784,527.00,UPI
1785,367.00,"Debit Card"
1786,391.00,UPI
1787,1210.00,"Debit Card"
1788,446.00,NetBanking
1789,441.00,"Debit Card"
1790,1039.00,"Debit Card"
1791,292.00,NetBanking
1792,962.00,NetBanking
1794,660.00,"Debit Card"
1795,489.00,"Credit Card"
1797,576.00,NetBanking
1798,521.00,"Credit Card"
1799,309.00,"Debit Card"
1801,822.00,"Debit Card"
1802,210.00,"Credit Card"
1803,601.00,NetBanking
1804,674.00,"Credit Card"
1806,822.00,"Debit Card"
1807,174.00,NetBanking
1808,588.00,UPI
1809,512.00,"Debit Card"
1810,701.00,UPI
1811,50.00,NetBanking
1812,1056.00,"Credit Card"
1813,1281.00,NetBanking
1815,863.00,UPI
1816,564.00,NetBanking
1817,50.00,"Credit Card"
1818,928.00,"Debit Card"
1820,570.00,NetBanking
1821,446.00,NetBanking
1822,123.00,"Debit Card"
1825,942.00,NetBanking
1826,527.00,"Debit Card"
1827,1267.00,"Debit Card"
1828,278.00,UPI
1829,446.00,NetBanking
1830,299.00,"Credit Card"
1831,674.00,NetBanking
1832,292.00,"Credit Card"
1833,326.00,NetBanking
1834,941.00,"Credit Card"
1835,70.00,"Credit Card"
1836,415.00,"Debit Card"
1837,144.00,"Credit Card"
1838,571.00,UPI
1841,1256.00,UPI
1842,386.00,NetBanking
1843,172.00,UPI
1844,763.00,UPI
1845,445.00,UPI
1846,531.00,UPI
1848,449.00,NetBanking
1849,428.00,NetBanking
1850,928.00,"Debit Card"
1851,316.00,NetBanking
1852,547.00,UPI
1853,610.00,"Credit Card"
1854,654.00,NetBanking
1855,937.00,UPI
1856,415.00,"Credit Card"
1857,571.00,UPI
1858,494.00,UPI
1859,578.00,UPI
1860,578.00,UPI
1861,292.00,"Debit Card"
1862,478.00,UPI
1863,494.00,UPI
1865,612.00,"Debit Card"
1866,644.00,UPI
1867,654.00,UPI
1868,1326.00,"Debit Card"
1869,192.00,UPI
1873,428.00,NetBanking
1875,1210.00,"Debit Card"
1876,1267.00,UPI
1877,853.00,"Debit Card"
1878,224.00,UPI
1879,529.00,UPI
1880,445.00,"Debit Card"
1881,413.00,NetBanking
1882,50.00,"Debit Card"
1883,395.00,"Credit Card"
1884,508.00,UPI
1885,925.00,"Debit Card"
1886,265.00,"Debit Card"
1887,256.00,UPI
1888,708.00,"Debit Card"
1890,527.00,UPI
1892,1460.00,NetBanking
1893,284.00,NetBanking
1894,62.00,UPI
1895,541.00,NetBanking
1898,284.00,UPI
1899,571.00,"Credit Card"
1900,489.00,UPI
1901,863.00,"Credit Card"
1902,480.00,NetBanking
1903,210.00,NetBanking
1904,284.00,"Credit Card"
1905,612.00,"Credit Card"
1906,278.00,"Debit Card"
1907,304.00,UPI
1908,1079.00,NetBanking
1909,1015.00,NetBanking
1910,396.00,UPI
1911,822.00,NetBanking
1912,118.00,"Debit Card"
1913,480.00,UPI
1914,599.00,"Credit Card"
1915,395.00,NetBanking
1916,123.00,NetBanking
1917,355.00,"Credit Card"
1918,441.00,NetBanking
1919,648.00,NetBanking
1920,278.00,NetBanking
1921,441.00,UPI
1922,70.00,"Credit Card"
1923,626.00,"Debit Card"
1924,70.00,"Debit Card"
1925,73.00,"Credit Card"
1926,50.00,UPI
1927,367.00,"Credit Card"
1928,1056.00,"Credit Card"
1929,501.00,"Credit Card"
1930,588.00,UPI
1932,711.00,UPI
1933,501.00,"Debit Card"
1934,304.00,"Credit Card"
1935,962.00,NetBanking
1936,571.00,"Debit Card"
1937,648.00,"Credit Card"
1938,489.00,"Credit Card"
1939,150.00,"Credit Card"
1941,50.00,UPI
1942,571.00,UPI
1943,485.00,UPI
1944,1210.00,NetBanking
1946,805.00,"Debit Card"
1947,50.00,"Debit Card"
1948,880.00,UPI
1949,489.00,UPI
1950,82.00,"Debit Card"
1951,1039.00,"Debit Card"
1952,50.00,"Credit Card"
1953,415.00,UPI
1954,320.00,"Debit Card"
1955,510.00,"Debit Card"
1956,320.00,NetBanking
1957,822.00,"Debit Card"
1958,237.00,"Credit Card"
1959,571.00,"Debit Card"
1962,92.00,NetBanking
1963,328.00,"Credit Card"
1964,644.00,"Credit Card"
1965,239.00,"Debit Card"
1967,247.00,"Debit Card"
1968,50.00,"Debit Card"
1969,316.00,NetBanking
1971,370.00,"Debit Card"
1972,674.00,"Debit Card"
1973,1079.00,UPI
1974,480.00,"Credit Card"
1975,428.00,"Credit Card"
1976,477.00,"Debit Card"
1977,571.00,UPI
1978,572.00,NetBanking
1979,822.00,NetBanking
1980,698.00,NetBanking
1981,1101.00,"Debit Card"
1982,70.00,"Debit Card"
1983,654.00,"Credit Card"
1984,610.00,"Credit Card"
1985,174.00,NetBanking
1986,50.00,NetBanking
1987,449.00,NetBanking
1988,512.00,"Debit Card"
1989,805.00,NetBanking
1990,292.00,NetBanking
1991,371.00,"Credit Card"
1992,355.00,UPI
1993,326.00,"Debit Card"
1994,241.00,NetBanking
1996,330.00,UPI
1998,1326.00,"Credit Card"
1999,466.00,NetBanking
2000,123.00,NetBanking
